Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Survey_Date,Response_Quality,Productivity_Score
EMP0675,22,0,0,Male,Bachelor Degree,In Relationship,No,Rural,Operations,Mid-Level,Small (51-200),Education,Excellent,Very Fast (100+ Mbps),35,Low,Daily,63.3,67.9,47.3,90.3,11,74,68,9,3,06-05-24,High,57.7
EMP0676,27,0,2,Female,PhD,Married,Yes,Urban,Finance,Junior,Large (1001-5000),Consulting,Excellent,Fast (50-100 Mbps),42,Very High,Daily,83.6,69.5,59.1,76.4,4,37,100,4,3,17-02-24,High,65.3
EMP0677,25,1,2,Female,High School,Single,No,Suburban,Engineering,Junior,Enterprise (5000+),Finance,Good,Fast (50-100 Mbps),39,Moderate,Few times per week,96.4,83.1,77.9,95,8,80,100,1,8,06-02-24,High,98
EMP0678,50,10,3,Male,PhD,In Relationship,No,Suburban,Sales,Lead,Large (1001-5000),Healthcare,Average,Moderate (25-50 Mbps),36,Moderate,Few times per week,96.2,100,91.6,95,4,33,100,5,5,29-03-24,High,98
EMP0679,43,7,0,Male,Bachelor Degree,In Relationship,No,Suburban,Operations,Senior,Large (1001-5000),Non-profit,Excellent,Very Fast (100+ Mbps),37,High,Bi-weekly,100,90.2,73,95,6,39,100,6,8,17-02-24,High,98
EMP0680,46,3,3,Female,High School,Single,No,Suburban,Engineering,Senior,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),46,High,Few times per week,91.9,87.8,78.6,95,5,12,100,6,10,19-01-24,High,86.5
EMP0681,41,10,3,Male,Bachelor Degree,Divorced,Yes,Urban,Marketing,Mid-Level,Large (1001-5000),Education,Excellent,Fast (50-100 Mbps),39,Very High,Bi-weekly,97.4,88.8,79.1,95,8,21,100,4,5,28-01-24,High,83.2
EMP0682,24,1,3,Male,Master Degree,Married,Yes,Rural,Customer Success,Junior,Startup (1-50),Non-profit,Poor,Very Fast (100+ Mbps),34,Moderate,Daily,73.7,95.7,71.8,95,9,41,100,7,6,31-03-24,High,90.1
EMP0683,30,1,4,Female,Master Degree,Married,Yes,Suburban,Marketing,Junior,Enterprise (5000+),Non-profit,Average,Very Fast (100+ Mbps),42,Moderate,Weekly,96.5,93.2,95,95,6,8,100,8,7,10-03-24,High,96.9
EMP0684,39,5,4,Female,Bachelor Degree,Single,No,Urban,Operations,Mid-Level,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),37,Low,Weekly,93.4,89.7,75.5,95,3,13,100,7,9,28-02-24,High,96.3
EMP0685,24,0,5,Female,Bachelor Degree,Single,No,Urban,Engineering,Junior,Medium (201-1000),Education,Excellent,Very Fast (100+ Mbps),45,Moderate,Weekly,60.7,82.9,60.6,85.9,8,0,95.7,7,4,17-04-24,High,73.7
EMP0686,41,11,1,Female,Master Degree,Single,Yes,Suburban,Customer Success,Lead,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),51,Moderate,Few times per week,100,100,84,95,6,34,100,5,8,24-04-24,Medium,98
EMP0687,32,0,3,Male,Bachelor Degree,Single,No,Urban,Sales,Junior,Startup (1-50),Retail,Excellent,Very Fast (100+ Mbps),30,Very High,Weekly,98.4,100,80.6,95,7,23,100,6,10,24-02-24,High,98
EMP0688,31,2,3,Male,Master Degree,In Relationship,Yes,Urban,Design,Junior,Enterprise (5000+),Government,Poor,Very Fast (100+ Mbps),37,Moderate,Few times per week,67.1,75.1,77.9,90.6,7,41,100,2,7,10-03-24,Medium,75.2
EMP0689,41,11,3,Male,High School,Married,Yes,Rural,Data Science,Senior,Small (51-200),Finance,Good,Very Fast (100+ Mbps),42,High,Weekly,100,100,60.4,95,6,43,100,5,4,01-04-24,High,98
EMP0690,38,5,4,Male,Master Degree,Divorced,No,Urban,Product,Mid-Level,Small (51-200),Consulting,Excellent,Fast (50-100 Mbps),41,High,Few times per week,80.3,86,95,95,4,7,100,8,6,20-03-24,High,88.6
EMP0691,31,4,3,Female,Master Degree,Married,Yes,Suburban,Engineering,Junior,Startup (1-50),Education,Average,Very Fast (100+ Mbps),49,Moderate,Daily,100,100,81,95,11,37,100,7,10,29-01-24,Medium,95.9
EMP0692,45,6,3,Female,Professional Degree,Single,No,Suburban,Sales,Mid-Level,Large (1001-5000),Technology,Good,Moderate (25-50 Mbps),41,Moderate,Daily,77.7,73.5,48.5,84.3,16,17,88.8,9,4,04-03-24,High,65.8
EMP0693,25,0,3,Female,Master Degree,In Relationship,No,Suburban,Design,Junior,Large (1001-5000),Manufacturing,Poor,Very Fast (100+ Mbps),43,High,Few times per week,68.8,88.2,73.8,92.8,2,29,100,9,6,09-05-24,High,77.6
EMP0694,40,15,5,Male,Bachelor Degree,Divorced,No,Urban,Customer Success,Lead,Startup (1-50),Finance,Average,Moderate (25-50 Mbps),44,Moderate,Bi-weekly,65.8,91.6,73.2,90.4,4,0,91.5,9,4,28-03-24,High,78.3
EMP0695,40,3,5,Male,Associate Degree,Married,No,Suburban,Product,Senior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),37,High,Few times per week,66.3,76.9,56.4,95,10,0,100,4,9,08-02-24,High,72.7
EMP0696,32,0,2,Female,Master Degree,Single,No,Urban,Operations,Junior,Enterprise (5000+),Non-profit,Average,Very Fast (100+ Mbps),45,Low,Weekly,68.8,79.2,53.3,95,6,33,71.5,3,7,16-02-24,Medium,75.5
EMP0697,37,1,1,Male,Bachelor Degree,Married,No,Urban,Marketing,Junior,Startup (1-50),Finance,Average,Very Fast (100+ Mbps),44,Very High,Few times per week,100,95.6,81.8,95,7,50,100,8,9,20-01-24,High,98
EMP0698,23,0,4,Male,Master Degree,Married,Yes,Suburban,Engineering,Mid-Level,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),42,Very High,Monthly,92.2,97.5,81.8,95,5,0,100,5,9,14-04-24,High,98
EMP0699,43,4,5,Female,Master Degree,Divorced,No,Rural,Customer Success,Mid-Level,Medium (201-1000),Manufacturing,Good,Fast (50-100 Mbps),30,Moderate,Few times per week,75,77.4,73.6,94.9,7,0,71.1,5,6,10-03-24,High,75.6
EMP0700,33,1,2,Male,Bachelor Degree,Single,Yes,Suburban,HR,Junior,Large (1001-5000),Government,Excellent,Very Fast (100+ Mbps),37,Moderate,Daily,68.5,71.7,62.7,86.5,8,28,100,6,9,15-01-24,High,72.6
EMP0701,30,0,2,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Junior,Medium (201-1000),Consulting,Good,Fast (50-100 Mbps),43,Moderate,Weekly,62.8,70.3,63.4,95,6,65,100,6,1,21-03-24,Medium,78.2
EMP0702,44,8,5,Female,Bachelor Degree,Married,No,Urban,Engineering,Senior,Medium (201-1000),Healthcare,Average,Very Fast (100+ Mbps),41,Moderate,Weekly,100,100,80,95,4,0,100,4,4,12-05-24,Medium,98
EMP0703,28,2,4,Male,Bachelor Degree,Married,No,Urban,Operations,Mid-Level,Enterprise (5000+),Healthcare,Good,Fast (50-100 Mbps),46,Low,Few times per week,75.3,64.5,59.8,73,12,23,92.2,8,8,27-04-24,High,68.5
EMP0704,22,0,2,Female,High School,Single,Yes,Suburban,Finance,Mid-Level,Small (51-200),Technology,Good,Fast (50-100 Mbps),46,Moderate,Daily,74.3,79.5,61.5,95,9,0,78,8,7,23-03-24,High,81
EMP0705,22,0,3,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Junior,Small (51-200),Healthcare,Average,Very Fast (100+ Mbps),44,Moderate,Daily,72.3,74.2,73.4,79.5,7,14,74.9,7,10,11-04-24,High,72.7
EMP0706,40,9,5,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Senior,Startup (1-50),Government,Excellent,Moderate (25-50 Mbps),46,Moderate,Few times per week,93.4,100,72.7,95,10,0,100,2,8,16-04-24,High,98
EMP0707,23,0,4,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Mid-Level,Enterprise (5000+),Retail,Good,Fast (50-100 Mbps),45,Low,Weekly,100,96.7,76.8,95,7,40,80.8,3,7,14-05-24,High,93.1
EMP0708,50,0,4,Female,Associate Degree,Married,No,Urban,Engineering,Mid-Level,Large (1001-5000),Technology,Average,Slow (<25 Mbps),38,High,Few times per week,100,100,81.3,95,9,8,100,5,9,18-04-24,High,98
EMP0709,22,0,4,Female,Bachelor Degree,Married,Yes,Suburban,Design,Junior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),41,Moderate,Few times per week,89.1,83.5,73.3,93.8,4,17,78.4,6,6,18-04-24,Low,80.2
EMP0710,50,17,1,Non-binary,High School,Divorced,No,Urban,Finance,Manager,Large (1001-5000),Media,Good,Moderate (25-50 Mbps),35,Moderate,Few times per week,92.3,100,95,95,5,46,100,6,4,09-04-24,High,98
EMP0711,36,4,4,Female,Master Degree,In Relationship,No,Suburban,HR,Mid-Level,Medium (201-1000),Consulting,Good,Moderate (25-50 Mbps),50,Very High,Daily,41.9,61.2,46.9,68.5,14,29,100,3,7,09-02-24,Medium,52.3
EMP0712,34,2,2,Female,Bachelor Degree,Single,No,Rural,Customer Success,Junior,Enterprise (5000+),Healthcare,Average,Fast (50-100 Mbps),34,Moderate,Weekly,97.8,100,84.5,95,10,8,100,9,5,01-03-24,Medium,98
EMP0713,30,0,5,Male,Bachelor Degree,Single,No,Urban,Sales,Junior,Small (51-200),Education,Good,Fast (50-100 Mbps),29,Very High,Weekly,100,100,78.3,95,7,0,100,6,5,10-03-24,High,98
EMP0714,38,1,2,Male,Master Degree,In Relationship,Yes,Urban,HR,Mid-Level,Large (1001-5000),Technology,Excellent,Slow (<25 Mbps),54,High,Daily,98.8,100,76.5,95,8,0,100,5,5,23-01-24,Medium,98
EMP0715,34,4,5,Male,PhD,Married,Yes,Rural,Data Science,Senior,Medium (201-1000),Manufacturing,Excellent,Slow (<25 Mbps),41,Low,Daily,97.8,100,76,95,10,0,100,4,7,15-05-24,High,98
EMP0716,44,16,2,Male,Associate Degree,Married,No,Suburban,Finance,Manager,Startup (1-50),Education,Average,Fast (50-100 Mbps),47,Very High,Daily,91.9,90.3,77.5,95,13,21,100,9,2,09-04-24,High,91.4
EMP0717,36,1,3,Male,Bachelor Degree,Married,Yes,Rural,Sales,Junior,Large (1001-5000),Retail,Good,Very Fast (100+ Mbps),46,Moderate,Monthly,59.1,66.2,58.7,86.5,3,28,100,5,8,11-05-24,High,66.6
EMP0718,36,10,1,Male,Bachelor Degree,Married,No,Urban,Finance,Senior,Startup (1-50),Finance,Average,Moderate (25-50 Mbps),48,High,Few times per week,84.4,74.8,62.8,93.9,10,40,100,3,7,26-02-24,High,71.4
EMP0719,31,5,4,Male,Bachelor Degree,Married,Yes,Urban,Product,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),45,Moderate,Few times per week,84.7,69.6,65.1,95,8,43,97.8,6,5,03-04-24,High,76.2
EMP0720,34,0,4,Male,PhD,Married,Yes,Urban,Engineering,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),45,High,Few times per week,69,71.1,67.5,71.2,9,0,100,5,4,24-02-24,Medium,60.5
EMP0721,37,9,4,Male,Master Degree,Married,Yes,Urban,Engineering,Senior,Medium (201-1000),Government,Average,Slow (<25 Mbps),27,High,Monthly,81.2,87.3,77.8,95,10,32,100,8,8,08-04-24,Low,84.9
EMP0722,22,0,3,Female,Master Degree,Single,Yes,Suburban,Product,Junior,Startup (1-50),Government,Excellent,Moderate (25-50 Mbps),36,Low,Weekly,56.2,64.7,62.8,76.3,4,17,66.1,6,6,02-05-24,High,64.9
EMP0723,22,1,0,Female,Bachelor Degree,In Relationship,No,Urban,Design,Junior,Enterprise (5000+),Consulting,Excellent,Moderate (25-50 Mbps),26,High,Daily,85.2,91.2,79.3,95,13,31,100,3,6,30-01-24,High,88.7
EMP0724,41,3,5,Male,Master Degree,Married,Yes,Suburban,Marketing,Junior,Small (51-200),Government,Good,Fast (50-100 Mbps),37,High,Few times per week,73.8,72.5,65.7,93.4,7,0,100,7,6,16-04-24,High,67.5
EMP0725,36,5,4,Male,High School,Married,No,Urban,Sales,Senior,Medium (201-1000),Education,Excellent,Very Fast (100+ Mbps),38,High,Weekly,98.5,98.2,87.6,95,12,33,100,5,6,09-05-24,Low,98
EMP0726,33,6,4,Male,Bachelor Degree,Divorced,No,Suburban,Sales,Mid-Level,Large (1001-5000),Technology,Good,Slow (<25 Mbps),41,Very High,Few times per week,88.4,92.1,73,95,8,46,100,5,6,22-02-24,Medium,86.8
EMP0727,35,4,4,Female,Bachelor Degree,Married,No,Urban,Marketing,Junior,Enterprise (5000+),Manufacturing,Poor,Very Fast (100+ Mbps),36,High,Daily,97.6,97,63.4,95,9,24,100,7,7,19-03-24,High,98
EMP0728,38,8,4,Male,Bachelor Degree,Married,No,Urban,Design,Senior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),39,Very High,Monthly,77.8,91.5,52.7,94.7,10,26,100,3,6,23-02-24,High,81.4
EMP0729,30,2,3,Female,Bachelor Degree,In Relationship,No,Suburban,Engineering,Mid-Level,Small (51-200),Finance,Good,Fast (50-100 Mbps),38,Moderate,Bi-weekly,88.3,96.8,95,95,5,33,100,9,10,09-04-24,High,96
EMP0730,27,0,4,Female,Master Degree,Married,Yes,Urban,Sales,Junior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),44,Moderate,Bi-weekly,40,57,40.1,67.1,9,28,72.9,7,6,07-03-24,Medium,40.3
EMP0731,36,7,4,Male,Associate Degree,Married,No,Suburban,Product,Mid-Level,Small (51-200),Finance,Excellent,Very Fast (100+ Mbps),46,Moderate,Daily,63.6,73.9,68.8,84.2,7,35,85.8,4,5,25-02-24,High,66.2
EMP0732,26,1,5,Male,Associate Degree,Divorced,Yes,Suburban,Sales,Junior,Startup (1-50),Retail,Good,Very Fast (100+ Mbps),43,Moderate,Daily,98.2,92.1,89.9,95,8,0,85.6,2,10,06-03-24,Low,98
EMP0733,38,4,4,Male,Bachelor Degree,Single,Yes,Suburban,HR,Mid-Level,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),45,Very High,Few times per week,90.7,94.3,81.8,95,11,57,100,6,5,13-04-24,High,91.1
EMP0734,22,0,0,Female,Bachelor Degree,Single,No,Suburban,Sales,Junior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),43,Low,Weekly,52,62.6,47.2,66.2,6,94,80.2,5,7,21-02-24,Low,62.8
EMP0735,44,2,2,Female,Master Degree,Divorced,No,Suburban,Customer Success,Junior,Startup (1-50),Retail,Excellent,Very Fast (100+ Mbps),49,High,Weekly,78.9,82,60.8,95,9,34,100,2,8,25-03-24,High,81.5
EMP0736,39,2,0,Female,Master Degree,Divorced,Yes,Rural,Data Science,Junior,Medium (201-1000),Manufacturing,Average,Fast (50-100 Mbps),53,Very Low,Weekly,62,57.6,38.9,63.1,16,72,76.8,6,1,31-01-24,High,50.4
EMP0737,37,8,1,Female,Master Degree,In Relationship,Yes,Rural,Sales,Lead,Startup (1-50),Healthcare,Average,Fast (50-100 Mbps),27,Very High,Bi-weekly,100,92.3,77.3,95,8,27,100,5,5,08-02-24,High,88.3
EMP0738,43,4,4,Female,Bachelor Degree,Single,No,Suburban,Customer Success,Mid-Level,Startup (1-50),Technology,Average,Very Fast (100+ Mbps),48,Low,Weekly,60.2,66.3,63.8,90.4,6,13,73.7,5,7,08-03-24,High,67.6
EMP0739,49,9,5,Female,Master Degree,Single,No,Suburban,Data Science,Senior,Startup (1-50),Finance,Excellent,Fast (50-100 Mbps),34,Moderate,Daily,89.1,100,95,95,9,0,81,4,6,09-04-24,Medium,98
EMP0740,44,4,1,Male,Master Degree,Single,Yes,Suburban,Data Science,Mid-Level,Large (1001-5000),Manufacturing,Good,Very Fast (100+ Mbps),43,Very High,Daily,88.9,98.8,79,95,5,0,100,3,3,14-05-24,High,91.9
EMP0741,22,0,3,Male,Bachelor Degree,Married,No,Urban,Marketing,Mid-Level,Large (1001-5000),Retail,Average,Very Fast (100+ Mbps),43,Very Low,Few times per week,42.2,50,52.7,62.1,1,27,65.6,3,6,03-03-24,High,38.7
EMP0742,23,0,5,Male,Bachelor Degree,Married,No,Rural,Marketing,Junior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),45,Very High,Daily,40,50,37.5,54.7,7,0,100,8,3,10-04-24,High,35
EMP0743,29,1,4,Female,Master Degree,Married,No,Suburban,Sales,Junior,Small (51-200),Government,Good,Fast (50-100 Mbps),41,Moderate,Daily,79.8,86.8,57,94.4,6,21,87.4,6,5,19-04-24,High,79.6
EMP0744,35,3,3,Male,High School,Single,No,Urban,Sales,Mid-Level,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),41,Low,Weekly,67,81.9,60.7,95,8,26,100,6,8,09-05-24,High,74.7
EMP0745,39,8,4,Female,Bachelor Degree,Married,Yes,Urban,Marketing,Senior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),44,Very High,Daily,94,100,84.7,95,8,26,100,7,4,06-02-24,High,93.8
EMP0746,28,3,3,Male,Associate Degree,Married,No,Urban,Engineering,Senior,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),39,High,Weekly,79.8,73.6,69.7,83.5,13,26,100,5,7,02-04-24,Medium,76.6
EMP0747,36,6,1,Female,High School,Single,Yes,Urban,Finance,Lead,Large (1001-5000),Finance,Good,Moderate (25-50 Mbps),30,Moderate,Weekly,90.9,94.8,90.7,95,6,39,100,8,10,27-03-24,High,98
EMP0748,28,1,1,Male,Associate Degree,Divorced,Yes,Urban,Marketing,Junior,Medium (201-1000),Non-profit,Good,Moderate (25-50 Mbps),41,Moderate,Daily,40,52.9,30,60.6,10,0,80.4,4,5,22-02-24,High,42
EMP0749,29,3,1,Male,Bachelor Degree,Single,No,Urban,Product,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),37,Low,Daily,40,50,41.1,63.4,9,12,72.2,8,5,06-03-24,High,44.6
EMP0750,22,1,2,Female,Master Degree,Married,Yes,Urban,Customer Success,Junior,Enterprise (5000+),Finance,Good,Very Fast (100+ Mbps),36,Moderate,Daily,90.7,83.7,80.5,95,6,38,100,2,10,25-03-24,High,88.6
EMP0751,26,0,5,Male,Bachelor Degree,Divorced,No,Suburban,Sales,Junior,Medium (201-1000),Finance,Good,Moderate (25-50 Mbps),36,High,Daily,75.8,57.7,45.8,74,6,0,100,4,7,30-04-24,High,57
EMP0752,22,1,4,Non-binary,Master Degree,Married,Yes,Urban,Marketing,Mid-Level,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),30,Moderate,Few times per week,71.1,81.8,75.6,79,5,2,60.6,8,8,15-01-24,High,74.7
EMP0753,26,3,3,Male,Bachelor Degree,Single,No,Urban,HR,Mid-Level,Medium (201-1000),Technology,Excellent,Very Fast (100+ Mbps),39,Low,Weekly,88.9,90.8,62.1,95,9,33,100,3,8,22-02-24,High,84.8
EMP0754,44,10,3,Male,PhD,Married,No,Suburban,Engineering,Mid-Level,Small (51-200),Technology,Good,Very Fast (100+ Mbps),42,High,Few times per week,86.5,88.6,79.2,95,6,17,100,4,8,20-02-24,High,89.5
EMP0755,26,1,2,Female,PhD,Divorced,Yes,Rural,Engineering,Junior,Large (1001-5000),Technology,Excellent,Slow (<25 Mbps),46,Very High,Few times per week,55.4,69.4,59,70.9,9,28,97.3,2,10,10-02-24,Medium,54.6
EMP0756,58,21,4,Female,Master Degree,Married,Yes,Suburban,Customer Success,Manager,Large (1001-5000),Healthcare,Average,Fast (50-100 Mbps),38,High,Few times per week,91.1,98.1,95,95,10,29,100,6,5,10-03-24,Medium,96.5
EMP0757,39,4,4,Male,PhD,Married,No,Urban,Engineering,Mid-Level,Small (51-200),Manufacturing,Good,Very Fast (100+ Mbps),51,Low,Few times per week,94.8,95.3,75.4,94,11,37,100,5,6,24-04-24,Medium,87.6
EMP0758,36,5,2,Female,Master Degree,In Relationship,No,Suburban,Product,Senior,Startup (1-50),Retail,Good,Very Fast (100+ Mbps),45,Very High,Daily,80.5,75.7,49.6,95,7,46,100,6,7,29-03-24,High,79.5
EMP0759,27,2,0,Female,Master Degree,In Relationship,Yes,Urban,Product,Junior,Enterprise (5000+),Healthcare,Good,Slow (<25 Mbps),35,Low,Daily,40,50,35.4,56.3,6,30,68.3,3,7,01-04-24,High,35
EMP0760,41,8,4,Female,Bachelor Degree,Married,No,Urban,Marketing,Senior,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),39,Very Low,Bi-weekly,89.5,81.3,61.4,95,4,31,100,5,4,07-04-24,High,85
EMP0761,29,1,3,Male,Bachelor Degree,Divorced,Yes,Urban,Customer Success,Junior,Small (51-200),Consulting,Good,Fast (50-100 Mbps),54,Very High,Daily,62.2,58.2,60.7,59.4,18,15,100,5,9,25-02-24,High,58.6
EMP0762,36,0,3,Male,Master Degree,In Relationship,No,Suburban,Sales,Mid-Level,Small (51-200),Healthcare,Average,Very Fast (100+ Mbps),46,High,Weekly,72.1,64.7,56.2,80.8,10,2,100,6,8,14-03-24,High,66.4
EMP0763,58,2,4,Female,Bachelor Degree,Married,Yes,Suburban,Customer Success,Junior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),38,High,Daily,78.7,100,74.8,95,9,1,100,5,5,11-03-24,High,94.4
EMP0764,34,3,3,Female,Master Degree,Single,Yes,Suburban,Customer Success,Mid-Level,Startup (1-50),Education,Average,Very Fast (100+ Mbps),47,High,Daily,63.6,65.7,72.4,78.4,10,21,100,10,7,11-03-24,Medium,65
EMP0765,45,3,2,Female,Master Degree,Single,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Retail,Excellent,Fast (50-100 Mbps),34,High,Few times per week,73.9,84.5,95,95,13,39,100,5,5,10-04-24,Medium,84.9
EMP0766,28,0,3,Male,Bachelor Degree,Single,Yes,Suburban,Operations,Junior,Large (1001-5000),Finance,Excellent,Very Fast (100+ Mbps),38,Moderate,Bi-weekly,100,100,76.5,95,8,15,100,7,6,11-02-24,High,96.5
EMP0767,34,2,3,Male,Master Degree,Divorced,Yes,Urban,Operations,Mid-Level,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),28,Moderate,Weekly,99,89.8,65.1,95,10,11,81,5,7,20-03-24,High,92.8
EMP0768,50,16,5,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Manager,Small (51-200),Technology,Good,Fast (50-100 Mbps),45,Low,Daily,67.7,68,66.7,79.8,7,0,78.4,6,7,15-03-24,High,62
EMP0769,29,3,5,Male,Bachelor Degree,Divorced,Yes,Urban,Data Science,Mid-Level,Startup (1-50),Consulting,Good,Moderate (25-50 Mbps),35,High,Bi-weekly,97.3,93.2,64.9,95,8,0,100,4,7,25-04-24,High,98
EMP0770,51,3,5,Male,Bachelor Degree,Married,Yes,Suburban,Sales,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),41,Moderate,Few times per week,98.3,100,68.9,95,10,0,97,4,7,09-05-24,Low,95.2
EMP0771,41,9,4,Male,Bachelor Degree,Married,No,Urban,Marketing,Senior,Small (51-200),Education,Excellent,Very Fast (100+ Mbps),32,Moderate,Daily,81.8,88,74,95,12,15,84.5,9,7,25-04-24,High,98
EMP0772,29,0,3,Female,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),43,High,Daily,81.7,100,80.8,95,12,15,100,6,1,18-04-24,High,85.7
EMP0773,40,10,4,Male,Bachelor Degree,Single,Yes,Suburban,Operations,Lead,Small (51-200),Technology,Average,Fast (50-100 Mbps),41,High,Few times per week,81.4,94.7,81.2,95,7,11,100,6,4,05-02-24,High,90.5
EMP0774,43,9,5,Female,Bachelor Degree,Divorced,No,Urban,Customer Success,Senior,Small (51-200),Technology,Excellent,Fast (50-100 Mbps),33,Moderate,Few times per week,91.5,98.3,88.6,95,9,0,100,6,6,08-04-24,Medium,98
EMP0775,40,1,2,Female,Master Degree,Married,No,Suburban,Operations,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),39,Low,Daily,74.2,78.7,63.4,93.1,10,40,93,4,7,25-01-24,Low,73.1
EMP0776,22,1,3,Female,Master Degree,Married,No,Urban,HR,Junior,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),42,High,Bi-weekly,63.1,74.2,61.8,90,6,25,100,8,6,20-02-24,High,74.8
EMP0777,28,2,4,Male,Bachelor Degree,Single,No,Urban,HR,Mid-Level,Small (51-200),Education,Good,Fast (50-100 Mbps),44,Moderate,Weekly,85.1,93.6,65.9,91.6,7,62,85.8,4,7,20-03-24,High,80.9
EMP0778,32,0,4,Male,Bachelor Degree,In Relationship,No,Urban,Engineering,Junior,Small (51-200),Healthcare,Excellent,Very Fast (100+ Mbps),51,Very Low,Weekly,59.6,60.9,51.7,66.6,5,19,77.6,6,10,08-04-24,High,56.8
EMP0779,34,4,2,Female,Master Degree,Divorced,Yes,Rural,Marketing,Mid-Level,Small (51-200),Manufacturing,Good,Moderate (25-50 Mbps),49,Very High,Few times per week,100,86.8,94.9,95,6,25,100,3,8,05-04-24,High,98
EMP0780,40,8,3,Female,Master Degree,Married,No,Urban,Engineering,Senior,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),37,High,Weekly,98.1,100,92,95,7,39,100,6,9,03-04-24,High,98
EMP0781,36,10,4,Female,Bachelor Degree,Married,No,Suburban,Engineering,Senior,Large (1001-5000),Media,Excellent,Fast (50-100 Mbps),37,Moderate,Few times per week,91,89.8,62.6,95,5,21,100,6,1,26-02-24,High,98
EMP0782,22,1,3,Female,High School,Married,Yes,Urban,Engineering,Junior,Medium (201-1000),Non-profit,Poor,Very Fast (100+ Mbps),33,Very High,Weekly,45.7,55.3,44.1,67.2,5,5,100,5,6,26-01-24,Medium,48.9
EMP0783,38,8,4,Female,Master Degree,Single,Yes,Suburban,Design,Lead,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),35,Moderate,Monthly,88,80,62.8,95,13,37,100,5,6,28-04-24,High,83.5
EMP0784,40,6,2,Female,Master Degree,Single,No,Suburban,Data Science,Lead,Startup (1-50),Government,Average,Fast (50-100 Mbps),47,Very High,Few times per week,100,99,89.2,95,10,27,100,1,7,15-05-24,Medium,98
EMP0785,40,6,5,Male,Associate Degree,Married,No,Suburban,Engineering,Senior,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),32,Low,Daily,100,100,88.9,95,8,0,100,2,9,20-04-24,Medium,98
EMP0786,44,17,3,Male,Bachelor Degree,Single,Yes,Rural,Sales,Manager,Small (51-200),Retail,Average,Moderate (25-50 Mbps),41,Moderate,Daily,81.1,98.5,95,95,11,44,100,6,2,14-02-24,Medium,91.6
EMP0787,42,11,3,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),40,Very High,Monthly,90.2,100,84.3,95,10,38,100,7,3,10-04-24,High,98
EMP0788,39,4,0,Male,Master Degree,Married,No,Suburban,Customer Success,Senior,Small (51-200),Healthcare,Average,Very Fast (100+ Mbps),37,Very High,Daily,84.9,84.6,75.1,95,5,79,100,6,7,23-02-24,High,79.8
EMP0789,34,6,1,Female,Bachelor Degree,Married,Yes,Suburban,Marketing,Senior,Small (51-200),Healthcare,Excellent,Very Fast (100+ Mbps),34,Moderate,Weekly,94.5,81.8,87.6,95,9,23,79,3,6,12-02-24,Medium,85.7
